ID,Accession,Target,Biosample term name,Software used,Genome
/annotations/ENCSR147OZE/,ENCSR147OZE,CTCF,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR134QGL/,ENCSR134QGL,CTCF,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR024RJF/,ENCSR024RJF,CTCF,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR494MJD/,ENCSR494MJD,CTCF,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR114GBL/,ENCSR114GBL,CTCF,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR196MPO/,ENCSR196MPO,CTCF,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR990TJT/,ENCSR990TJT,CTCF,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR099URT/,ENCSR099URT,CTCF,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR131MMQ/,ENCSR131MMQ,CTCF,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR393YQI/,ENCSR393YQI,CTCF,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR860IER/,ENCSR860IER,CTCF,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR413NPN/,ENCSR413NPN,CTCF,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR774GYV/,ENCSR774GYV,CTCF,"effector memory CD4-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR206INF/,ENCSR206INF,CTCF,naive B cell,chromimpute,hg19
/annotations/ENCSR270GWG/,ENCSR270GWG,CTCF,"naive thymus-derived CD4-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR421DVV/,ENCSR421DVV,CTCF,"naive thymus-derived CD4-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR379SME/,ENCSR379SME,CTCF,"naive thymus-derived CD4-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR591SQC/,ENCSR591SQC,CTCF,natural killer cell,chromimpute,hg19
/annotations/ENCSR112EJG/,ENCSR112EJG,CTCF,natural killer cell,chromimpute,hg19
/annotations/ENCSR446GTB/,ENCSR446GTB,CTCF,natural killer cell,chromimpute,hg19
/annotations/ENCSR326GNK/,ENCSR326GNK,CTCF,neutrophil,chromimpute,hg19
/annotations/ENCSR919PEV/,ENCSR919PEV,CTCF,neutrophil,chromimpute,hg19
/annotations/ENCSR233TLY/,ENCSR233TLY,CTCF,peripheral blood mononuclear cell,chromimpute,hg19
/annotations/ENCSR192ZNZ/,ENCSR192ZNZ,CTCF,peripheral blood mononuclear cell,chromimpute,hg19
/annotations/ENCSR992WPZ/,ENCSR992WPZ,CTCF,peripheral blood mononuclear cell,chromimpute,hg19
/annotations/ENCSR867TFH/,ENCSR867TFH,CTCF,peripheral blood mononuclear cell,chromimpute,hg19
/annotations/ENCSR753IOU/,ENCSR753IOU,CTCF,peripheral blood mononuclear cell,chromimpute,hg19
/annotations/ENCSR709GYT/,ENCSR709GYT,CTCF,T-cell,chromimpute,hg19
/annotations/ENCSR518IJT/,ENCSR518IJT,CTCF,T-cell,chromimpute,hg19
/annotations/ENCSR245JZK/,ENCSR245JZK,CTCF,T-cell,chromimpute,hg19
/annotations/ENCSR054RAN/,ENCSR054RAN,CTCF,T-cell,chromimpute,hg19
/annotations/ENCSR772JCL/,ENCSR772JCL,CTCF,T-helper 1 cell,chromimpute,hg19
/annotations/ENCSR282THY/,ENCSR282THY,CTCF,T-helper 1 cell,chromimpute,hg19
/annotations/ENCSR016PWZ/,ENCSR016PWZ,CTCF,T-helper 1 cell,chromimpute,hg19
/annotations/ENCSR760DVR/,ENCSR760DVR,CTCF,T-helper 17 cell,chromimpute,hg19
/annotations/ENCSR025PQX/,ENCSR025PQX,CTCF,T-helper 17 cell,chromimpute,hg19
/annotations/ENCSR538YVJ/,ENCSR538YVJ,CTCF,T-helper 17 cell,chromimpute,hg19
/annotations/ENCSR654VDR/,ENCSR654VDR,CTCF,T-helper 2 cell,chromimpute,hg19
/annotations/ENCSR069CSL/,ENCSR069CSL,CTCF,T-helper 2 cell,chromimpute,hg19
/annotations/ENCSR424ZNL/,ENCSR424ZNL,CTCF,T-helper 2 cell,chromimpute,hg19
/annotations/ENCSR554KVF/,ENCSR554KVF,EP300,CD14-positive monocyte,chromimpute,hg19
/annotations/ENCSR333VXS/,ENCSR333VXS,EP300,CD14-positive monocyte,chromimpute,hg19
/annotations/ENCSR128DZI/,ENCSR128DZI,EP300,CD14-positive monocyte,chromimpute,hg19
/annotations/ENCSR304HCC/,ENCSR304HCC,EP300,CD14-positive monocyte,chromimpute,hg19
/annotations/ENCSR188YNF/,ENCSR188YNF,EP300,CD1c-positive myeloid dendritic cell,chromimpute,hg19
/annotations/ENCSR149OYJ/,ENCSR149OYJ,EP300,"CD4-positive, alpha-beta memory T cell",chromimpute,hg19
/annotations/ENCSR137JHQ/,ENCSR137JHQ,EP300,"CD4-positive, alpha-beta memory T cell",chromimpute,hg19
/annotations/ENCSR312WXK/,ENCSR312WXK,EP300,"CD4-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR833FJA/,ENCSR833FJA,EP300,"CD4-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR929ERO/,ENCSR929ERO,EP300,"CD4-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR774NHT/,ENCSR774NHT,EP300,"CD4-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR846TLK/,ENCSR846TLK,EP300,"CD4-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR983AZL/,ENCSR983AZL,EP300,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",chromimpute,hg19
/annotations/ENCSR829DHS/,ENCSR829DHS,EP300,"CD8-positive, alpha-beta memory T cell",chromimpute,hg19
/annotations/ENCSR181LYU/,ENCSR181LYU,EP300,"CD8-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR837DXU/,ENCSR837DXU,EP300,"CD8-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR909SPF/,ENCSR909SPF,EP300,"CD8-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR177EDP/,ENCSR177EDP,EP300,"CD8-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR816AVO/,ENCSR816AVO,EP300,"CD8-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR309GPS/,ENCSR309GPS,EP300,"CD8-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR011BVS/,ENCSR011BVS,EP300,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR974XDL/,ENCSR974XDL,EP300,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR137XQD/,ENCSR137XQD,EP300,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR181YON/,ENCSR181YON,EP300,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR814ZTJ/,ENCSR814ZTJ,EP300,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR006NXZ/,ENCSR006NXZ,EP300,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR042MPB/,ENCSR042MPB,EP300,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR096NSG/,ENCSR096NSG,EP300,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR256VUI/,ENCSR256VUI,EP300,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR700HQL/,ENCSR700HQL,EP300,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR496OHV/,ENCSR496OHV,EP300,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR705SCU/,ENCSR705SCU,EP300,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR415QTW/,ENCSR415QTW,EP300,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR294DXO/,ENCSR294DXO,EP300,"effector memory CD4-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR680VWM/,ENCSR680VWM,EP300,naive B cell,chromimpute,hg19
/annotations/ENCSR074TPW/,ENCSR074TPW,EP300,"naive thymus-derived CD4-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR674KZB/,ENCSR674KZB,EP300,"naive thymus-derived CD4-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR249YVJ/,ENCSR249YVJ,EP300,"naive thymus-derived CD4-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR033XTZ/,ENCSR033XTZ,EP300,natural killer cell,chromimpute,hg19
/annotations/ENCSR410QYX/,ENCSR410QYX,EP300,natural killer cell,chromimpute,hg19
/annotations/ENCSR119WNA/,ENCSR119WNA,EP300,natural killer cell,chromimpute,hg19
/annotations/ENCSR831SPC/,ENCSR831SPC,EP300,neutrophil,chromimpute,hg19
/annotations/ENCSR758RBV/,ENCSR758RBV,EP300,neutrophil,chromimpute,hg19
/annotations/ENCSR689HVT/,ENCSR689HVT,EP300,peripheral blood mononuclear cell,chromimpute,hg19
/annotations/ENCSR569TFX/,ENCSR569TFX,EP300,peripheral blood mononuclear cell,chromimpute,hg19
/annotations/ENCSR210ESH/,ENCSR210ESH,EP300,peripheral blood mononuclear cell,chromimpute,hg19
/annotations/ENCSR083ESA/,ENCSR083ESA,EP300,peripheral blood mononuclear cell,chromimpute,hg19
/annotations/ENCSR973UBW/,ENCSR973UBW,EP300,peripheral blood mononuclear cell,chromimpute,hg19
/annotations/ENCSR797XNX/,ENCSR797XNX,EP300,T-cell,chromimpute,hg19
/annotations/ENCSR948GYS/,ENCSR948GYS,EP300,T-cell,chromimpute,hg19
/annotations/ENCSR193ILN/,ENCSR193ILN,EP300,T-cell,chromimpute,hg19
/annotations/ENCSR422EYW/,ENCSR422EYW,EP300,T-cell,chromimpute,hg19
/annotations/ENCSR733AFK/,ENCSR733AFK,EP300,T-helper 1 cell,chromimpute,hg19
/annotations/ENCSR315PDQ/,ENCSR315PDQ,EP300,T-helper 1 cell,chromimpute,hg19
/annotations/ENCSR438WXT/,ENCSR438WXT,EP300,T-helper 1 cell,chromimpute,hg19
/annotations/ENCSR260TDR/,ENCSR260TDR,EP300,T-helper 17 cell,chromimpute,hg19
/annotations/ENCSR617PZL/,ENCSR617PZL,EP300,T-helper 17 cell,chromimpute,hg19
/annotations/ENCSR192MJS/,ENCSR192MJS,EP300,T-helper 17 cell,chromimpute,hg19
/annotations/ENCSR248CGW/,ENCSR248CGW,EP300,T-helper 2 cell,chromimpute,hg19
/annotations/ENCSR674UPF/,ENCSR674UPF,EP300,T-helper 2 cell,chromimpute,hg19
/annotations/ENCSR830FNL/,ENCSR830FNL,EP300,T-helper 2 cell,chromimpute,hg19
/annotations/ENCSR527KFB/,ENCSR527KFB,H2AFZ,CD14-positive monocyte,chromimpute,hg19
/annotations/ENCSR950YPY/,ENCSR950YPY,H2AFZ,CD14-positive monocyte,chromimpute,hg19
/annotations/ENCSR989CAA/,ENCSR989CAA,H2AFZ,CD14-positive monocyte,chromimpute,hg19
/annotations/ENCSR126IOD/,ENCSR126IOD,H2AFZ,CD14-positive monocyte,chromimpute,hg19
/annotations/ENCSR986UGZ/,ENCSR986UGZ,H2AFZ,CD14-positive monocyte,avocado,hg19
/annotations/ENCSR117EMY/,ENCSR117EMY,H2AFZ,CD14-positive monocyte,avocado,hg19
/annotations/ENCSR537UQG/,ENCSR537UQG,H2AFZ,CD1c-positive myeloid dendritic cell,chromimpute,hg19
/annotations/ENCSR792DTY/,ENCSR792DTY,H2AFZ,CD4-positive naive resting alpha-beta T cell,avocado,hg19
/annotations/ENCSR450ILC/,ENCSR450ILC,H2AFZ,"CD4-positive, alpha-beta memory T cell",avocado,hg19
/annotations/ENCSR764VVN/,ENCSR764VVN,H2AFZ,"CD4-positive, alpha-beta memory T cell",chromimpute,hg19
/annotations/ENCSR167ONM/,ENCSR167ONM,H2AFZ,"CD4-positive, alpha-beta memory T cell",chromimpute,hg19
/annotations/ENCSR642JLV/,ENCSR642JLV,H2AFZ,"CD4-positive, alpha-beta memory T cell",avocado,hg19
/annotations/ENCSR221IIR/,ENCSR221IIR,H2AFZ,"CD4-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR397LBI/,ENCSR397LBI,H2AFZ,"CD4-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR880WSV/,ENCSR880WSV,H2AFZ,"CD4-positive, alpha-beta T cell",avocado,hg19
/annotations/ENCSR289WTN/,ENCSR289WTN,H2AFZ,"CD4-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR883IDJ/,ENCSR883IDJ,H2AFZ,"CD4-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR329VDV/,ENCSR329VDV,H2AFZ,"CD4-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR034DNJ/,ENCSR034DNJ,H2AFZ,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",chromimpute,hg19
/annotations/ENCSR844VGQ/,ENCSR844VGQ,H2AFZ,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",avocado,hg19
/annotations/ENCSR484MQF/,ENCSR484MQF,H2AFZ,"CD8-positive, alpha-beta memory T cell",chromimpute,hg19
/annotations/ENCSR925MGP/,ENCSR925MGP,H2AFZ,"CD8-positive, alpha-beta memory T cell",avocado,hg19
/annotations/ENCSR253LNX/,ENCSR253LNX,H2AFZ,"CD8-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR059PRY/,ENCSR059PRY,H2AFZ,"CD8-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR861RVW/,ENCSR861RVW,H2AFZ,"CD8-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR980CHB/,ENCSR980CHB,H2AFZ,"CD8-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR095XHX/,ENCSR095XHX,H2AFZ,"CD8-positive, alpha-beta T cell",avocado,hg19
/annotations/ENCSR237TTG/,ENCSR237TTG,H2AFZ,"CD8-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR163HXZ/,ENCSR163HXZ,H2AFZ,"CD8-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR146UMX/,ENCSR146UMX,H2AFZ,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR995WQS/,ENCSR995WQS,H2AFZ,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR743OZT/,ENCSR743OZT,H2AFZ,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR786YOU/,ENCSR786YOU,H2AFZ,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR925YCF/,ENCSR925YCF,H2AFZ,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR390OYC/,ENCSR390OYC,H2AFZ,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR334LRE/,ENCSR334LRE,H2AFZ,"common myeloid progenitor, CD34-positive",avocado,hg19
/annotations/ENCSR779COO/,ENCSR779COO,H2AFZ,"common myeloid progenitor, CD34-positive",avocado,hg19
/annotations/ENCSR949VCS/,ENCSR949VCS,H2AFZ,"common myeloid progenitor, CD34-positive",avocado,hg19
/annotations/ENCSR309FTE/,ENCSR309FTE,H2AFZ,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR725BMN/,ENCSR725BMN,H2AFZ,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR349RLD/,ENCSR349RLD,H2AFZ,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR209TUK/,ENCSR209TUK,H2AFZ,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR229ABX/,ENCSR229ABX,H2AFZ,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR496SKF/,ENCSR496SKF,H2AFZ,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR398DNN/,ENCSR398DNN,H2AFZ,"common myeloid progenitor, CD34-positive",chromimpute,hg19
/annotations/ENCSR801IGL/,ENCSR801IGL,H2AFZ,"common myeloid progenitor, CD34-positive",avocado,hg19
/annotations/ENCSR011YNC/,ENCSR011YNC,H2AFZ,"effector memory CD4-positive, alpha-beta T cell",avocado,hg19
/annotations/ENCSR302ILU/,ENCSR302ILU,H2AFZ,"effector memory CD4-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR686GLH/,ENCSR686GLH,H2AFZ,naive B cell,chromimpute,hg19
/annotations/ENCSR693MHH/,ENCSR693MHH,H2AFZ,"naive thymus-derived CD4-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR341SEV/,ENCSR341SEV,H2AFZ,"naive thymus-derived CD4-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR421RHD/,ENCSR421RHD,H2AFZ,"naive thymus-derived CD4-positive, alpha-beta T cell",avocado,hg19
/annotations/ENCSR273ATW/,ENCSR273ATW,H2AFZ,"naive thymus-derived CD4-positive, alpha-beta T cell",avocado,hg19
/annotations/ENCSR675BUD/,ENCSR675BUD,H2AFZ,"naive thymus-derived CD4-positive, alpha-beta T cell",chromimpute,hg19
/annotations/ENCSR297BDF/,ENCSR297BDF,H2AFZ,natural killer cell,chromimpute,hg19
/annotations/ENCSR738QQK/,ENCSR738QQK,H2AFZ,natural killer cell,chromimpute,hg19
/annotations/ENCSR527KLY/,ENCSR527KLY,H2AFZ,natural killer cell,avocado,hg19
/annotations/ENCSR888XOD/,ENCSR888XOD,H2AFZ,natural killer cell,chromimpute,hg19
/annotations/ENCSR713AJC/,ENCSR713AJC,H2AFZ,neutrophil,chromimpute,hg19
/annotations/ENCSR512BYK/,ENCSR512BYK,H2AFZ,neutrophil,avocado,hg19
/annotations/ENCSR836JPB/,ENCSR836JPB,H2AFZ,neutrophil,chromimpute,hg19
/annotations/ENCSR801WVP/,ENCSR801WVP,H2AFZ,peripheral blood mononuclear cell,chromimpute,hg19
/annotations/ENCSR112RMB/,ENCSR112RMB,H2AFZ,peripheral blood mononuclear cell,avocado,hg19
/annotations/ENCSR816YIP/,ENCSR816YIP,H2AFZ,peripheral blood mononuclear cell,chromimpute,hg19
/annotations/ENCSR563DKY/,ENCSR563DKY,H2AFZ,peripheral blood mononuclear cell,chromimpute,hg19
/annotations/ENCSR620FAE/,ENCSR620FAE,H2AFZ,peripheral blood mononuclear cell,chromimpute,hg19
/annotations/ENCSR743PQP/,ENCSR743PQP,H2AFZ,peripheral blood mononuclear cell,chromimpute,hg19
/annotations/ENCSR458HWC/,ENCSR458HWC,H2AFZ,T-cell,chromimpute,hg19
/annotations/ENCSR592QRK/,ENCSR592QRK,H2AFZ,T-cell,avocado,hg19
/annotations/ENCSR717MYU/,ENCSR717MYU,H2AFZ,T-cell,chromimpute,hg19
/annotations/ENCSR415IQA/,ENCSR415IQA,H2AFZ,T-cell,avocado,hg19
/annotations/ENCSR018TUB/,ENCSR018TUB,H2AFZ,T-cell,chromimpute,hg19
/annotations/ENCSR923ZEJ/,ENCSR923ZEJ,H2AFZ,T-cell,chromimpute,hg19
/annotations/ENCSR496ZYK/,ENCSR496ZYK,H2AFZ,T-helper 1 cell,chromimpute,hg19
/annotations/ENCSR866IZF/,ENCSR866IZF,H2AFZ,T-helper 1 cell,chromimpute,hg19
/annotations/ENCSR847KFR/,ENCSR847KFR,H2AFZ,T-helper 1 cell,chromimpute,hg19
/annotations/ENCSR995ZUM/,ENCSR995ZUM,H2AFZ,T-helper 17 cell,chromimpute,hg19
/annotations/ENCSR201EHP/,ENCSR201EHP,H2AFZ,T-helper 17 cell,chromimpute,hg19
/annotations/ENCSR920QLP/,ENCSR920QLP,H2AFZ,T-helper 17 cell,avocado,hg19
/annotations/ENCSR562NCN/,ENCSR562NCN,H2AFZ,T-helper 17 cell,chromimpute,hg19
/annotations/ENCSR541IGA/,ENCSR541IGA,H2AFZ,T-helper 2 cell,chromimpute,hg19
/annotations/ENCSR815HMR/,ENCSR815HMR,H2AFZ,T-helper 2 cell,chromimpute,hg19
/annotations/ENCSR436TVK/,ENCSR436TVK,H2AFZ,T-helper 2 cell,chromimpute,hg19
/annotations/ENCSR195KSM/,ENCSR195KSM,H2AK5ac,CD14-positive monocyte,avocado,hg19
/annotations/ENCSR397AZA/,ENCSR397AZA,H2AK5ac,CD14-positive monocyte,avocado,hg19
/annotations/ENCSR807PAB/,ENCSR807PAB,H2AK5ac,CD4-positive naive resting alpha-beta T cell,avocado,hg19
/annotations/ENCSR692IPS/,ENCSR692IPS,H2AK5ac,"CD4-positive, alpha-beta memory T cell",avocado,hg19
/annotations/ENCSR516PLG/,ENCSR516PLG,H2AK5ac,"CD4-positive, alpha-beta memory T cell",avocado,hg19
/annotations/ENCSR983KLL/,ENCSR983KLL,H2AK5ac,"CD4-positive, alpha-beta T cell",avocado,hg19
/annotations/ENCSR533JII/,ENCSR533JII,H2AK5ac,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",avocado,hg19
/annotations/ENCSR044XXZ/,ENCSR044XXZ,H2AK5ac,"CD8-positive, alpha-beta memory T cell",avocado,hg19
/annotations/ENCSR461KVG/,ENCSR461KVG,H2AK5ac,"CD8-positive, alpha-beta T cell",avocado,hg19
/annotations/ENCSR930YZU/,ENCSR930YZU,H2AK5ac,"common myeloid progenitor, CD34-positive",avocado,hg19
/annotations/ENCSR005YSJ/,ENCSR005YSJ,H2AK5ac,"common myeloid progenitor, CD34-positive",avocado,hg19
/annotations/ENCSR353BJA/,ENCSR353BJA,H2AK5ac,"common myeloid progenitor, CD34-positive",avocado,hg19
/annotations/ENCSR203YTP/,ENCSR203YTP,H2AK5ac,"common myeloid progenitor, CD34-positive",avocado,hg19
/annotations/ENCSR902BUP/,ENCSR902BUP,H2AK5ac,"effector memory CD4-positive, alpha-beta T cell",avocado,hg19
/annotations/ENCSR614XSL/,ENCSR614XSL,H2AK5ac,"naive thymus-derived CD4-positive, alpha-beta T cell",avocado,hg19
/annotations/ENCSR560HOE/,ENCSR560HOE,H2AK5ac,"naive thymus-derived CD4-positive, alpha-beta T cell",avocado,hg19
/annotations/ENCSR031KJW/,ENCSR031KJW,H2AK5ac,natural killer cell,avocado,hg19
/annotations/ENCSR386WTB/,ENCSR386WTB,H2AK5ac,neutrophil,avocado,hg19
/annotations/ENCSR889NIY/,ENCSR889NIY,H2AK5ac,peripheral blood mononuclear cell,avocado,hg19
/annotations/ENCSR851CDF/,ENCSR851CDF,H2AK5ac,T-cell,avocado,hg19
/annotations/ENCSR726WCX/,ENCSR726WCX,H2AK5ac,T-cell,avocado,hg19
/annotations/ENCSR402YXJ/,ENCSR402YXJ,H2AK5ac,T-helper 17 cell,avocado,hg19
/annotations/ENCSR082WTY/,ENCSR082WTY,H2BK120ac,CD14-positive monocyte,avocado,hg19
/annotations/ENCSR894UES/,ENCSR894UES,H2BK120ac,CD14-positive monocyte,avocado,hg19
/annotations/ENCSR142EWP/,ENCSR142EWP,H2BK120ac,CD4-positive naive resting alpha-beta T cell,avocado,hg19
/annotations/ENCSR410IOA/,ENCSR410IOA,H2BK120ac,"CD4-positive, alpha-beta memory T cell",avocado,hg19
/annotations/ENCSR763RFU/,ENCSR763RFU,H2BK120ac,"CD4-positive, alpha-beta memory T cell",avocado,hg19
/annotations/ENCSR239FEZ/,ENCSR239FEZ,H2BK120ac,"CD4-positive, alpha-beta T cell",avocado,hg19
/annotations/ENCSR877DBT/,ENCSR877DBT,H2BK120ac,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",avocado,hg19
/annotations/ENCSR897VIN/,ENCSR897VIN,H2BK120ac,"CD8-positive, alpha-beta memory T cell",avocado,hg19
/annotations/ENCSR822ZLB/,ENCSR822ZLB,H2BK120ac,"CD8-positive, alpha-beta T cell",avocado,hg19
/annotations/ENCSR280WSB/,ENCSR280WSB,H2BK120ac,"common myeloid progenitor, CD34-positive",avocado,hg19
/annotations/ENCSR518QHB/,ENCSR518QHB,H2BK120ac,"common myeloid progenitor, CD34-positive",avocado,hg19
/annotations/ENCSR223QGI/,ENCSR223QGI,H2BK120ac,"common myeloid progenitor, CD34-positive",avocado,hg19
/annotations/ENCSR113KZO/,ENCSR113KZO,H2BK120ac,"common myeloid progenitor, CD34-positive",avocado,hg19
/annotations/ENCSR492CBY/,ENCSR492CBY,H2BK120ac,"effector memory CD4-positive, alpha-beta T cell",avocado,hg19
/annotations/ENCSR189LQA/,ENCSR189LQA,H2BK120ac,"naive thymus-derived CD4-positive, alpha-beta T cell",avocado,hg19
/annotations/ENCSR712UYY/,ENCSR712UYY,H2BK120ac,"naive thymus-derived CD4-positive, alpha-beta T cell",avocado,hg19
/annotations/ENCSR247EJG/,ENCSR247EJG,H2BK120ac,natural killer cell,avocado,hg19
/annotations/ENCSR703MWG/,ENCSR703MWG,H2BK120ac,neutrophil,avocado,hg19
