ID,Accession,Target,Biosample term name,Software used,Genome
/annotations/ENCSR548SSY/,ENCSR548SSY,H2BK15ac,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR385HHZ/,ENCSR385HHZ,H2BK15ac,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR431WPA/,ENCSR431WPA,H2BK15ac,"CD4-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR986OQM/,ENCSR986OQM,H2BK15ac,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR569KNS/,ENCSR569KNS,H2BK15ac,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR419JAJ/,ENCSR419JAJ,H2BK15ac,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",avocado,GRCh38
/annotations/ENCSR186VXC/,ENCSR186VXC,H2BK15ac,"CD8-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR910LFD/,ENCSR910LFD,H2BK15ac,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR996YAO/,ENCSR996YAO,H2BK15ac,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR334GGA/,ENCSR334GGA,H2BK15ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR457LYA/,ENCSR457LYA,H2BK15ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR895FSO/,ENCSR895FSO,H2BK15ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR091HTQ/,ENCSR091HTQ,H2BK15ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR829QZA/,ENCSR829QZA,H2BK15ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR455CKX/,ENCSR455CKX,H2BK15ac,"effector memory CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR187RBE/,ENCSR187RBE,H2BK15ac,"naive thymus-derived CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR555KHX/,ENCSR555KHX,H2BK15ac,natural killer cell,avocado,GRCh38
/annotations/ENCSR816AUC/,ENCSR816AUC,H2BK15ac,neutrophil,avocado,GRCh38
/annotations/ENCSR600OEP/,ENCSR600OEP,H2BK15ac,neutrophil,avocado,GRCh38
/annotations/ENCSR606UKT/,ENCSR606UKT,H2BK15ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR979PVW/,ENCSR979PVW,H2BK15ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR368VFV/,ENCSR368VFV,H2BK15ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR335BHV/,ENCSR335BHV,H2BK15ac,T-cell,avocado,GRCh38
/annotations/ENCSR598WVE/,ENCSR598WVE,H2BK15ac,T-helper 17 cell,avocado,GRCh38
/annotations/ENCSR382ZFD/,ENCSR382ZFD,H2BK5ac,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR343LRH/,ENCSR343LRH,H2BK5ac,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR953THP/,ENCSR953THP,H2BK5ac,"CD4-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR632ATO/,ENCSR632ATO,H2BK5ac,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR772LVK/,ENCSR772LVK,H2BK5ac,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR118SCG/,ENCSR118SCG,H2BK5ac,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",avocado,GRCh38
/annotations/ENCSR564TXL/,ENCSR564TXL,H2BK5ac,"CD8-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR622LAG/,ENCSR622LAG,H2BK5ac,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR639YBU/,ENCSR639YBU,H2BK5ac,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR083RZQ/,ENCSR083RZQ,H2BK5ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR441RON/,ENCSR441RON,H2BK5ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR114SYU/,ENCSR114SYU,H2BK5ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR086TFC/,ENCSR086TFC,H2BK5ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR823KYM/,ENCSR823KYM,H2BK5ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR147IKH/,ENCSR147IKH,H2BK5ac,"effector memory CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR246VTY/,ENCSR246VTY,H2BK5ac,"naive thymus-derived CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR192JSI/,ENCSR192JSI,H2BK5ac,natural killer cell,avocado,GRCh38
/annotations/ENCSR678GUF/,ENCSR678GUF,H2BK5ac,neutrophil,avocado,GRCh38
/annotations/ENCSR154MEV/,ENCSR154MEV,H2BK5ac,neutrophil,avocado,GRCh38
/annotations/ENCSR991KBR/,ENCSR991KBR,H2BK5ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR377CTG/,ENCSR377CTG,H2BK5ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR035OBH/,ENCSR035OBH,H2BK5ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR487LKI/,ENCSR487LKI,H2BK5ac,T-cell,avocado,GRCh38
/annotations/ENCSR073CCF/,ENCSR073CCF,H2BK5ac,T-helper 17 cell,avocado,GRCh38
/annotations/ENCSR133SYO/,ENCSR133SYO,H3F3A,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR447IZR/,ENCSR447IZR,H3F3A,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR212ZMV/,ENCSR212ZMV,H3F3A,"CD4-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR587ZGY/,ENCSR587ZGY,H3F3A,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR941GEW/,ENCSR941GEW,H3F3A,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR893ECN/,ENCSR893ECN,H3F3A,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",avocado,GRCh38
/annotations/ENCSR861ZVH/,ENCSR861ZVH,H3F3A,"CD8-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR188AHX/,ENCSR188AHX,H3F3A,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR337HZF/,ENCSR337HZF,H3F3A,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR825UJR/,ENCSR825UJR,H3F3A,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR939GAK/,ENCSR939GAK,H3F3A,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR789EKC/,ENCSR789EKC,H3F3A,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR818JOZ/,ENCSR818JOZ,H3F3A,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR058NGQ/,ENCSR058NGQ,H3F3A,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR674RMP/,ENCSR674RMP,H3F3A,"effector memory CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR924YGN/,ENCSR924YGN,H3F3A,"naive thymus-derived CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR740SEV/,ENCSR740SEV,H3F3A,natural killer cell,avocado,GRCh38
/annotations/ENCSR285MTK/,ENCSR285MTK,H3F3A,neutrophil,avocado,GRCh38
/annotations/ENCSR533XLG/,ENCSR533XLG,H3F3A,neutrophil,avocado,GRCh38
/annotations/ENCSR078GAJ/,ENCSR078GAJ,H3F3A,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR909YWW/,ENCSR909YWW,H3F3A,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR334YDU/,ENCSR334YDU,H3F3A,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR615TSW/,ENCSR615TSW,H3F3A,T-cell,avocado,GRCh38
/annotations/ENCSR245CVK/,ENCSR245CVK,H3F3A,T-helper 17 cell,avocado,GRCh38
/annotations/ENCSR475FGW/,ENCSR475FGW,H3K14ac,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR789HFO/,ENCSR789HFO,H3K14ac,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR643WQJ/,ENCSR643WQJ,H3K14ac,"CD4-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR620UOM/,ENCSR620UOM,H3K14ac,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR826TPG/,ENCSR826TPG,H3K14ac,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR866GQB/,ENCSR866GQB,H3K14ac,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",avocado,GRCh38
/annotations/ENCSR872HFS/,ENCSR872HFS,H3K14ac,"CD8-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR316MDF/,ENCSR316MDF,H3K14ac,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR474LWN/,ENCSR474LWN,H3K14ac,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR216YDG/,ENCSR216YDG,H3K14ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR526PKZ/,ENCSR526PKZ,H3K14ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR399IPZ/,ENCSR399IPZ,H3K14ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR845GUZ/,ENCSR845GUZ,H3K14ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR785JPJ/,ENCSR785JPJ,H3K14ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR587TDZ/,ENCSR587TDZ,H3K14ac,"effector memory CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR847UGF/,ENCSR847UGF,H3K14ac,"naive thymus-derived CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR887LCZ/,ENCSR887LCZ,H3K14ac,natural killer cell,avocado,GRCh38
/annotations/ENCSR197CJL/,ENCSR197CJL,H3K14ac,neutrophil,avocado,GRCh38
/annotations/ENCSR901AEV/,ENCSR901AEV,H3K14ac,neutrophil,avocado,GRCh38
/annotations/ENCSR198PUE/,ENCSR198PUE,H3K14ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR250RLZ/,ENCSR250RLZ,H3K14ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR068OMH/,ENCSR068OMH,H3K14ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR778KQQ/,ENCSR778KQQ,H3K14ac,T-cell,avocado,GRCh38
/annotations/ENCSR168CXN/,ENCSR168CXN,H3K14ac,T-helper 17 cell,avocado,GRCh38
/annotations/ENCSR363OEN/,ENCSR363OEN,H3K18ac,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR030MXD/,ENCSR030MXD,H3K18ac,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR985FMW/,ENCSR985FMW,H3K18ac,"CD4-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR682AQU/,ENCSR682AQU,H3K18ac,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR275BZO/,ENCSR275BZO,H3K18ac,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR337TJO/,ENCSR337TJO,H3K18ac,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",avocado,GRCh38
/annotations/ENCSR741QZX/,ENCSR741QZX,H3K18ac,"CD8-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR284VFB/,ENCSR284VFB,H3K18ac,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR542AEZ/,ENCSR542AEZ,H3K18ac,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR238SPZ/,ENCSR238SPZ,H3K18ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR435AGP/,ENCSR435AGP,H3K18ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR086IXM/,ENCSR086IXM,H3K18ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR636HGP/,ENCSR636HGP,H3K18ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR133GJU/,ENCSR133GJU,H3K18ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR978ONE/,ENCSR978ONE,H3K18ac,"effector memory CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR216ALZ/,ENCSR216ALZ,H3K18ac,"naive thymus-derived CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR909LMB/,ENCSR909LMB,H3K18ac,natural killer cell,avocado,GRCh38
/annotations/ENCSR277SYU/,ENCSR277SYU,H3K18ac,neutrophil,avocado,GRCh38
/annotations/ENCSR891ICW/,ENCSR891ICW,H3K18ac,neutrophil,avocado,GRCh38
/annotations/ENCSR144NGP/,ENCSR144NGP,H3K18ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR828WNN/,ENCSR828WNN,H3K18ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR441IOY/,ENCSR441IOY,H3K18ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR384BYZ/,ENCSR384BYZ,H3K18ac,T-cell,avocado,GRCh38
/annotations/ENCSR688XQR/,ENCSR688XQR,H3K18ac,T-helper 17 cell,avocado,GRCh38
/annotations/ENCSR109XUK/,ENCSR109XUK,H3K23ac,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR137PWF/,ENCSR137PWF,H3K23ac,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR170VHB/,ENCSR170VHB,H3K23ac,"CD4-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR528NZQ/,ENCSR528NZQ,H3K23ac,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR470ABL/,ENCSR470ABL,H3K23ac,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR253BNR/,ENCSR253BNR,H3K23ac,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",avocado,GRCh38
/annotations/ENCSR599COK/,ENCSR599COK,H3K23ac,"CD8-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR551GJI/,ENCSR551GJI,H3K23ac,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR928RBG/,ENCSR928RBG,H3K23ac,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR612KMJ/,ENCSR612KMJ,H3K23ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR188FLE/,ENCSR188FLE,H3K23ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR606SSI/,ENCSR606SSI,H3K23ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR874MLK/,ENCSR874MLK,H3K23ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR008HTN/,ENCSR008HTN,H3K23ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR602CJZ/,ENCSR602CJZ,H3K23ac,"effector memory CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR782YVS/,ENCSR782YVS,H3K23ac,"naive thymus-derived CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR870EEO/,ENCSR870EEO,H3K23ac,natural killer cell,avocado,GRCh38
/annotations/ENCSR807CBW/,ENCSR807CBW,H3K23ac,neutrophil,avocado,GRCh38
/annotations/ENCSR343XEX/,ENCSR343XEX,H3K23ac,neutrophil,avocado,GRCh38
/annotations/ENCSR836NSL/,ENCSR836NSL,H3K23ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR166GYB/,ENCSR166GYB,H3K23ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR171FKM/,ENCSR171FKM,H3K23ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR771GPN/,ENCSR771GPN,H3K23ac,T-cell,avocado,GRCh38
/annotations/ENCSR997JIH/,ENCSR997JIH,H3K23ac,T-helper 17 cell,avocado,GRCh38
/annotations/ENCSR087KWZ/,ENCSR087KWZ,H3K27ac,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR829UVL/,ENCSR829UVL,H3K27ac,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR303ANG/,ENCSR303ANG,H3K27ac,"CD4-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR852OMC/,ENCSR852OMC,H3K27ac,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR413THO/,ENCSR413THO,H3K27ac,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR749ERE/,ENCSR749ERE,H3K27ac,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",avocado,GRCh38
/annotations/ENCSR683OOT/,ENCSR683OOT,H3K27ac,"CD8-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR083QBX/,ENCSR083QBX,H3K27ac,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR781OXN/,ENCSR781OXN,H3K27ac,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR511QCJ/,ENCSR511QCJ,H3K27ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR410XGU/,ENCSR410XGU,H3K27ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR204CTC/,ENCSR204CTC,H3K27ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR868NAN/,ENCSR868NAN,H3K27ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR429UKA/,ENCSR429UKA,H3K27ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR248BRZ/,ENCSR248BRZ,H3K27ac,"effector memory CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR682CFQ/,ENCSR682CFQ,H3K27ac,"naive thymus-derived CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR905TZU/,ENCSR905TZU,H3K27ac,natural killer cell,avocado,GRCh38
/annotations/ENCSR563SHA/,ENCSR563SHA,H3K27ac,neutrophil,avocado,GRCh38
/annotations/ENCSR943REY/,ENCSR943REY,H3K27ac,neutrophil,avocado,GRCh38
/annotations/ENCSR622BXY/,ENCSR622BXY,H3K27ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR764JPI/,ENCSR764JPI,H3K27ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR742WUG/,ENCSR742WUG,H3K27ac,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR323DCV/,ENCSR323DCV,H3K27ac,T-cell,avocado,GRCh38
/annotations/ENCSR051KLD/,ENCSR051KLD,H3K27ac,T-helper 17 cell,avocado,GRCh38
/annotations/ENCSR457QLC/,ENCSR457QLC,H3K27me3,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR975YLQ/,ENCSR975YLQ,H3K27me3,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR204OGQ/,ENCSR204OGQ,H3K27me3,"CD4-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR804VZU/,ENCSR804VZU,H3K27me3,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR780YXU/,ENCSR780YXU,H3K27me3,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR005BHT/,ENCSR005BHT,H3K27me3,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",avocado,GRCh38
/annotations/ENCSR777LMX/,ENCSR777LMX,H3K27me3,"CD8-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR886OBA/,ENCSR886OBA,H3K27me3,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR597TFX/,ENCSR597TFX,H3K27me3,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR337EHG/,ENCSR337EHG,H3K27me3,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR633TRX/,ENCSR633TRX,H3K27me3,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR605NYT/,ENCSR605NYT,H3K27me3,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR296ODZ/,ENCSR296ODZ,H3K27me3,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR923AHY/,ENCSR923AHY,H3K27me3,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR332RZU/,ENCSR332RZU,H3K27me3,"effector memory CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR357HFC/,ENCSR357HFC,H3K27me3,"naive thymus-derived CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR153YHG/,ENCSR153YHG,H3K27me3,natural killer cell,avocado,GRCh38
/annotations/ENCSR237SOJ/,ENCSR237SOJ,H3K27me3,neutrophil,avocado,GRCh38
/annotations/ENCSR765YJG/,ENCSR765YJG,H3K27me3,neutrophil,avocado,GRCh38
/annotations/ENCSR370QDV/,ENCSR370QDV,H3K27me3,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR161RSB/,ENCSR161RSB,H3K27me3,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR388AVO/,ENCSR388AVO,H3K27me3,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR771RHM/,ENCSR771RHM,H3K27me3,T-cell,avocado,GRCh38
/annotations/ENCSR356NXC/,ENCSR356NXC,H3K27me3,T-helper 17 cell,avocado,GRCh38
/annotations/ENCSR019ODA/,ENCSR019ODA,H3K36me3,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR953QHP/,ENCSR953QHP,H3K36me3,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR463THW/,ENCSR463THW,H3K36me3,"CD4-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR918IAY/,ENCSR918IAY,H3K36me3,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR330RPD/,ENCSR330RPD,H3K36me3,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR069UBK/,ENCSR069UBK,H3K36me3,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",avocado,GRCh38
/annotations/ENCSR203VZA/,ENCSR203VZA,H3K36me3,"CD8-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR036GRM/,ENCSR036GRM,H3K36me3,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR345OZC/,ENCSR345OZC,H3K36me3,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR969OSY/,ENCSR969OSY,H3K36me3,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR698OSO/,ENCSR698OSO,H3K36me3,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR549VWH/,ENCSR549VWH,H3K36me3,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR529QDW/,ENCSR529QDW,H3K36me3,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR965WBB/,ENCSR965WBB,H3K36me3,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR118JYO/,ENCSR118JYO,H3K36me3,"effector memory CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR514AFG/,ENCSR514AFG,H3K36me3,"naive thymus-derived CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR331UJO/,ENCSR331UJO,H3K36me3,natural killer cell,avocado,GRCh38
/annotations/ENCSR728PIK/,ENCSR728PIK,H3K36me3,neutrophil,avocado,GRCh38
/annotations/ENCSR455JBX/,ENCSR455JBX,H3K36me3,neutrophil,avocado,GRCh38
/annotations/ENCSR171WSU/,ENCSR171WSU,H3K36me3,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR239QTX/,ENCSR239QTX,H3K36me3,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR871SQR/,ENCSR871SQR,H3K36me3,peripheral blood mononuclear cell,avocado,GRCh38
/annotations/ENCSR827QTV/,ENCSR827QTV,H3K36me3,T-cell,avocado,GRCh38
/annotations/ENCSR876EGL/,ENCSR876EGL,H3K36me3,T-helper 17 cell,avocado,GRCh38
/annotations/ENCSR049LJA/,ENCSR049LJA,H3K4ac,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR022PCV/,ENCSR022PCV,H3K4ac,CD14-positive monocyte,avocado,GRCh38
/annotations/ENCSR584ECP/,ENCSR584ECP,H3K4ac,"CD4-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR298XQM/,ENCSR298XQM,H3K4ac,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR879JFU/,ENCSR879JFU,H3K4ac,"CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR807ZNJ/,ENCSR807ZNJ,H3K4ac,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",avocado,GRCh38
/annotations/ENCSR278AGP/,ENCSR278AGP,H3K4ac,"CD8-positive, alpha-beta memory T cell",avocado,GRCh38
/annotations/ENCSR467IMM/,ENCSR467IMM,H3K4ac,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR436GXO/,ENCSR436GXO,H3K4ac,"CD8-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR013IBD/,ENCSR013IBD,H3K4ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR879ANI/,ENCSR879ANI,H3K4ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR526ODB/,ENCSR526ODB,H3K4ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR264ZES/,ENCSR264ZES,H3K4ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR662AYC/,ENCSR662AYC,H3K4ac,"common myeloid progenitor, CD34-positive",avocado,GRCh38
/annotations/ENCSR558TRH/,ENCSR558TRH,H3K4ac,"effector memory CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR053TPR/,ENCSR053TPR,H3K4ac,"naive thymus-derived CD4-positive, alpha-beta T cell",avocado,GRCh38
/annotations/ENCSR329UUO/,ENCSR329UUO,H3K4ac,natural killer cell,avocado,GRCh38
/annotations/ENCSR049COG/,ENCSR049COG,H3K4ac,neutrophil,avocado,GRCh38
/annotations/ENCSR012NSV/,ENCSR012NSV,H3K4ac,neutrophil,avocado,GRCh38
/annotations/ENCSR205PLF/,ENCSR205PLF,H3K4ac,peripheral blood mononuclear cell,avocado,GRCh38
